DATE_DAY,ALL_PURCHASES,ALL_PURCHASES_ORIGINAL_PRICE,REVENUE_PER_PURCHASE,GOOGLE_PAID_SEARCH_IMPRESSIONS,GOOGLE_SHOPPING_IMPRESSIONS,GOOGLE_PMAX_IMPRESSIONS,GOOGLE_VIDEO_IMPRESSIONS,META_FACEBOOK_IMPRESSIONS,META_INSTAGRAM_IMPRESSIONS,GOOGLE_PAID_SEARCH_SPEND,GOOGLE_SHOPPING_SPEND,GOOGLE_PMAX_SPEND,GOOGLE_VIDEO_SPEND,META_FACEBOOK_SPEND,META_INSTAGRAM_SPEND,TREND,DOW_Friday,DOW_Saturday,DOW_Sunday,DOW_Thursday,DOW_Tuesday,DOW_Wednesday,YEAR_SIN_1,YEAR_COS_1,YEAR_SIN_2,YEAR_COS_2,BLACK_FRIDAY_PERIOD,LOG_ORGANIC_SEARCH_CLICKS,LOG_EMAIL_CLICKS,LOG_REFERRAL_CLICKS,LOG_ALL_OTHER_CLICKS
2020-12-01,285,34189.39865516,119.96280229880703,1356.0,59936.0,0.0,0.0,677249.0,0.0,144.77,426.63,0.0,0.0,10261.372533726,0.0,0.00784313725490196,0,0,0,0,1,0,0.17117705961019986,0.985240282501282,0.3373010691361842,0.9413968285264122,0,0.0,0.0,0.0,0.0
2020-12-02,194,25548.020276941,131.69082616979895,1448.0,59383.0,0.0,0.0,519708.0,0.0,171.15,357.83,0.0,0.0,7640.73954063,0.0,0.008627450980392156,0,0,0,0,0,1,0.18809941761179758,0.9821499931752291,0.3694836834473831,0.9292372181882051,0,0.0,0.0,0.0,0.0
2020-12-03,155,19989.993251456,128.9676983964903,1391.0,61238.0,0.0,0.0,345004.0,0.0,147.02,353.64,0.0,0.0,5311.707542725,0.0,0.009411764705882352,0,0,0,1,0,0,0.20496611396949532,0.9787690698649216,0.4012289854475009,0.9159777842484877,0,0.0,0.0,0.0,0.0
2020-12-04,238,28088.998565732,118.02100237702521,1175.0,63928.0,0.0,0.0,477182.0,0.0,162.92,377.99,0.0,0.0,8719.28046835,0.0,0.01019607843137255,1,0,0,0,0,0,0.22177215755648186,0.975098513039961,0.4324994021339788,0.901634220265486,0,0.0,0.0,0.0,0.0
2020-12-05,140,17375.005329521,124.10718092514999,1126.0,74808.0,0.0,0.0,236761.0,0.0,111.44,481.75,0.0,0.0,3649.998151899,0.0,0.010980392156862745,0,1,0,0,0,0,0.23851257519407648,0.9711394088771653,0.4632579225674917,0.88622350294858,0,0.0,0.0,0.0,0.0
2020-12-06,257,34454.989420536,134.06610669469262,1304.0,92643.0,0.0,0.0,573727.0,0.0,122.27,514.19,0.0,0.0,8053.007305321,0.0,0.011764705882352941,0,0,1,0,0,0,0.2551824131233728,0.9668929289391521,0.49346814167723735,0.8697638720650646,0,0.0,0.0,0.0,0.0
2020-12-07,222,26687.689565907,120.21481786444595,18110.0,87524.0,0.0,0.0,421437.0,0.0,253.64,488.4,0.0,0.0,6553.666549127,0.0,0.012549019607843137,0,0,0,0,0,0,0.2717767384711357,0.9623603298276545,0.5230943033491326,0.8522748088519838,0,0.0,0.0,0.0,0.0
2020-12-08,242,28649.420062351,118.3860333155,60203.0,74185.0,0.0,0.0,371473.0,0.0,490.17,501.81,0.0,0.0,6928.978839985,0.0,0.013333333333333334,0,0,0,0,1,0,0.2882906407095177,0.9575429528116719,0.5521013427459208,0.8337770129585915,0,0.0,0.0,0.0,0.0
2020-12-09,183,22470.774258609,122.79111616726229,45823.0,60566.0,0.0,0.0,228663.0,0.0,365.92,435.34,0.0,0.0,4751.965153729,0.0,0.01411764705882353,0,0,0,0,0,1,0.3047192331091634,0.9524422234305676,0.580454927809098,0.8142923779467267,0,0.0,0.0,0.0,0.0
2020-12-10,158,16968.760287915,107.39721701212025,31254.0,57129.0,0.0,0.0,153608.0,0.0,188.91,403.24,0.0,0.0,2726.201887004,0.0,0.014901960784313726,0,0,0,1,0,0,0.321057654185271,0.9470596510722283,0.6081214998935418,0.7938439653781019,0,0.0,0.0,0.0,0.0
2020-12-11,138,15540.239866407,112.61043381454348,693.0,63489.0,0.0,0.0,177173.0,0.0,52.95,496.830318439,0.0,0.0,3013.257054388,0.0,0.01568627450980392,1,0,0,0,0,0,0.3373010691361842,0.9413968285264122,0.6350683134867438,0.7724559775191742,0,0.0,0.0,0.0,0.0
2020-12-12,146,16840.992951527,115.34926679128083,1028.0,68494.0,0.0,0.0,315950.0,0.0,75.52,427.908210031,0.0,0.0,5169.283074496,0.0,0.01647058823529412,0,1,0,0,0,0,0.3534446712740877,0.9354554315134164,0.6612634749656386,0.7501537286959042,0,0.0,0.0,0.0,0.0
2020-12-13,225,27583.006004403,122.59113779734666,1405.0,77530.0,0.0,0.0,560802.0,0.0,123.58,515.78,0.0,0.0,7696.782379679,0.0,0.017254901960784313,0,0,1,0,0,0,0.3694836834473831,0.9292372181882051,0.6866759803451553,0.726963615332308,0,0.0,0.0,0.0,0.0
2020-12-14,239,27535.00688595,115.20923383242678,1240.0,64697.0,0.0,0.0,461472.0,0.0,92.94,458.73,0.0,0.0,7288.961984767,0.0,0.01803921568627451,0,0,0,0,0,0,0.38541335945432564,0.9227440286201427,0.7112757519738152,0.7029130847082615,0,0.0,0.0,0.0,0.0
2020-12-15,158,21005.068656913,132.9434725121076,826.0,72069.0,0.0,0.0,246066.0,0.0,79.91,479.99,0.0,0.0,4025.229138153,0.0,0.018823529411764704,0,0,0,0,1,0,0.4012289854475009,0.9159777842484877,0.7350336741329412,0.6780306024735382,0,0.0,0.0,0.0,0.0
2020-12-16,144,18153.299371341,126.06457896764583,757.0,69029.0,0.0,0.0,236380.0,0.0,76.63,575.37,0.0,0.0,4526.309721522,0.0,0.0196078431372549,0,0,0,0,0,1,0.4169258813287287,0.908940487313808,0.7579216274973472,0.6523456189565257,0,0.0,0.0,0.0,0.0
2020-12-17,128,17001.999284802,132.82811941251563,563.0,68005.0,0.0,0.0,203267.0,0.0,45.02,480.377181709,0.0,0.0,4391.746841574,0.0,0.0203921568627451,0,0,0,1,0,0,0.4324994021339788,0.901634220265486,0.7799125224167177,0.6258885343075018,0,0.0,0.0,0.0,0.0
2020-12-18,118,15195.993514164,128.77960605223728,386.0,75027.0,0.0,0.0,255525.0,0.0,34.28,579.589868143,0.0,0.0,5052.775767433,0.0,0.021176470588235293,1,0,0,0,0,0,0.44794493940789115,0.8940611451454876,0.8009803309782905,0.5986906625177214,0,0.0,0.0,0.0,0.0
2020-12-19,111,14124.992536229,127.25218501107207,454.0,72711.0,0.0,0.0,175261.0,0.0,33.71,481.27,0.0,0.0,3463.971412261,0.0,0.02196078431372549,0,1,0,0,0,0,0.4632579225674917,0.88622350294858,0.8211001178128892,0.5707841943569036,0,0.0,0.0,0.0,0.0
2020-12-20,91,9212.992787056,101.24167897863737,591.0,78625.0,0.0,0.0,110725.0,0.0,33.97,517.65,0.0,0.0,2221.587480805,0.0,0.022745098039215685,0,0,1,0,0,0,0.4784338202547012,0.8781236129591848,0.8402480696078469,0.5422021592729844,0,0.0,0.0,0.0,0.0
2020-12-21,82,9162.018999054,111.73193901285366,362.0,74059.0,0.0,0.0,106110.0,0.0,17.73,425.38,0.0,0.0,1905.395572493,0.0,0.023529411764705882,0,0,0,0,0,0,0.49346814167723735,0.8697638720650646,0.8584015232918917,0.512978386299228,0,0.0,0.0,0.0,0.0
2020-12-22,73,7472.002849252,102.35620341441096,487.0,72152.0,0.0,0.0,89034.0,0.0,34.0,451.89,0.0,0.0,1828.116817332,0.0,0.02431372549019608,0,0,0,0,1,0,0.5083564379375122,0.8611467540480452,0.8755389928586302,0.4831474640149687,0,0.0,0.0,0.0,0.0
2020-12-23,45,4737.00708414,105.26682409200001,486.0,83795.0,0.0,0.0,68102.0,0.0,39.57,449.902549342,0.0,0.0,1391.135215794,0.0,0.025098039215686273,0,0,0,0,0,1,0.5230943033491326,0.8522748088519838,0.8916401947968874,0.45274469960737107,0,0.0,0.0,0.0,0.0
2020-12-24,48,4580.999036469,95.4374799264375,560.0,75092.0,0.0,0.0,43962.0,0.0,45.28,433.399157516,0.0,0.0,906.873638669,0.0,0.02588235294117647,0,0,0,1,0,0,0.5376773767406141,0.8431506618282,0.9066860720977985,0.4218060770826634,0,0.0,0.0,0.0,0.0
2020-12-25,59,6365.012955035,107.8815755090678,613.0,75551.0,0.0,0.0,31946.0,0.0,28.01,423.37,0.0,0.0,617.666248069,0.0,0.02666666666666667,1,0,0,0,0,0,0.5521013427459208,0.8337770129585915,0.9206588168102428,0.3903682146763026,0,0.0,0.0,0.0,0.0
2020-12-26,70,5803.994683588,82.91420976554286,651.0,86531.0,0.0,0.0,116024.0,0.0,49.42,486.645251435,0.0,0.0,1760.563018442,0.0,0.027450980392156862,0,1,0,0,0,0,0.5663619330814524,0.8241566360566663,0.9335418911179212,0.35846832151248087,0,0.0,0.0,0.0,0.0
2020-12-27,81,8194.007009465,101.16058036376543,717.0,98465.0,0.0,0.0,138304.0,0.0,50.5,549.75,0.0,0.0,2104.02737471,0.0,0.02823529411764706,0,0,1,0,0,0,0.580454927809098,0.8142923779467267,0.945320046913132,0.3261441535642696,0,0.0,0.0,0.0,0.0
2020-12-28,75,6631.019900181,88.41359866908,676.0,78950.0,0.0,0.0,154871.0,0.0,42.2,367.16,0.0,0.0,2337.901283342,0.0,0.029019607843137254,0,0,0,0,0,0,0.5943761565849831,0.804187157621448,0.9559793438440766,0.2934339689665273,0,0.0,0.0,0.0,0.0
2020-12-29,77,7267.995445991,94.38955124663637,712.0,79578.0,0.0,0.0,147689.0,0.0,69.37,382.48,0.0,0.0,2128.602667535,0.0,0.02980392156862745,0,0,0,0,1,0,0.6081214998935418,0.7938439653781019,0.9655071658143364,0.2603764827344581,0,0.0,0.0,0.0,0.0
2020-12-30,76,7001.999329517,92.13157012522367,589.0,69406.0,0.0,0.0,137698.0,0.0,40.53,352.85,0.0,0.0,1802.09329395,0.0,0.03058823529411765,0,0,0,0,0,1,0.6216868902665479,0.7832658619336791,0.9738922359149924,0.22701082094141847,0,0.0,0.0,0.0,0.0
2020-12-31,57,5229.995038099,91.75429891401755,474.0,56415.0,0.0,0.0,85686.0,0.0,42.51,241.453041098,0.0,0.0,1021.551182525,0.0,0.03137254901960784,0,0,0,1,0,0,0.6350683134867438,0.7724559775191742,0.981124629771712,0.19337647441020586,0,0.0,0.0,0.0,0.0
2021-01-01,273,28659.994970231,104.98166655762272,561.0,50288.0,0.0,0.0,615100.0,0.0,21.69,280.149436952,0.0,0.0,4364.268519264,0.0,0.03215686274509804,1,0,0,0,0,0,0.6482618097757122,0.7614175109532997,0.9871957872910085,0.15951325197263655,0,0.0,0.0,0.0,0.0
2021-01-02,167,17934.98201993,107.39510191574851,583.0,68617.0,0.0,0.0,481748.0,0.0,33.5,326.121578878,0.0,0.0,4180.017495713,0.0,0.03294117647058824,0,1,0,0,0,0,0.6612634749656386,0.7501537286959042,0.992098522791769,0.12546123335273648,0,0.0,0.0,0.0,0.0
2021-01-03,158,16234.980225771,102.75303940361393,582.0,100734.0,0.0,0.0,571314.0,0.0,29.6,463.88,0.0,0.0,5044.736260119,0.0,0.03372549019607843,0,0,1,0,0,0,0.6740694616546161,0.7386679638813748,0.9958270335100595,0.09126072172931188,0,0.0,0.0,0.0,0.0
2021-01-04,113,11285.015734566,99.86739588111506,771.0,90555.0,0.0,52.0,405818.0,0.0,56.64,390.99,0.0,0.47,3770.609245382,0.0,0.034509803921568626,0,0,0,0,0,0,0.6866759803451553,0.726963615332308,0.998376906467142,0.056952196034039754,0,0.0,0.0,0.0,0.0
2021-01-05,101,10218.98599454,101.17807915386139,800.0,87702.0,0.0,17359.0,287919.0,0.0,54.79,415.24,0.0,599.47,2761.622705928,0.0,0.03529411764705882,0,0,0,0,1,0,0.6990793005655562,0.7150441465537444,0.9997451236925734,0.022576263041545485,0,0.0,0.0,0.0,0.0
2021-01-06,103,10127.990686432,98.33000666438835,562.0,82004.0,0.0,11799.0,503369.0,0.0,37.21,354.381364713,0.0,321.96,3775.506208559,0.0,0.03607843137254902,0,0,0,0,0,1,0.7112757519738152,0.7029130847082615,0.9999300657962057,-0.011826390691832589,0,0.0,0.0,0.0,0.0
2021-01-07,88,9075.991097027,103.1362624662159,521.0,81789.0,0.0,13121.0,325501.0,0.0,22.95,280.69,0.0,308.48,2569.979968306,0.0,0.03686274509803922,0,0,0,1,0,0,0.7232617254437388,0.6905740195722294,0.9989315138848577,-0.046215046983708354,0,0.0,0.0,0.0,0.0
2021-01-08,86,9658.999683595,112.31394980924419,780.0,109473.0,0.0,12593.0,418342.0,0.0,46.89,375.58,0.0,298.35,3768.397302951,0.0,0.03764705882352941,1,0,0,0,0,0,0.7350336741329412,0.6780306024735382,0.9967506498213929,-0.08054900421874167,0,0.0,0.0,0.0,0.0
2021-01-09,124,12902.99200385,104.05638712782259,1196.0,99359.0,0.0,11069.0,559963.0,0.0,78.07,429.453107384,0.0,357.68,4931.531638168,0.0,0.038431372549019606,0,1,0,0,0,0,0.746588114532413,0.6652865452111116,0.9933900548258936,-0.11478762552212701,0,0.0,0.0,0.0,0.0
2021-01-10,126,12593.999559752,99.9523774583492,1527.0,104813.0,0.0,17724.0,503661.0,0.0,97.17,456.79,0.0,354.66,4213.128858656,0.0,0.0392156862745098,0,0,1,0,0,0,0.7579216274973472,0.6523456189565257,0.9888537064205885,-0.1488903868564548,0,0.0,0.0,0.0,0.0
2021-01-11,94,7927.802251234,84.3383218216383,1130.0,116929.0,0.0,16987.0,354280.0,0.0,89.63,323.46,0.0,357.63,3235.487949288,0.0,0.04,0,0,0,0,0,0,0.7690308592589181,0.6392116531380588,0.9831469737221499,-0.1828169249850199,0,0.0,0.0,0.0,0.0
2021-01-12,108,10038.009819542,92.94453536612963,1119.0,566291.0,0.0,15547.0,211275.0,0.0,99.7,485.44,0.0,341.78,1639.077531834,0.0,0.0407843137254902,0,0,0,0,1,0,0.7799125224167177,0.6258885343075018,0.9762766110869321,-0.21652708524481437,0,0.0,0.0,0.0,0.0
2021-01-13,116,9776.489227736,84.28007954944827,1028.0,758514.0,0.0,14175.0,339531.0,0.0,58.09,559.61,0.0,293.17,3436.512114019,0.0,0.04156862745098039,0,0,0,0,0,1,0.7905633969115482,0.612380204990065,0.9682507501166718,-0.2499809690726521,0,0.0,0.0,0.0,0.0
2021-01-14,79,7908.982591586,100.11370369096203,933.0,311101.0,0.0,9371.0,309272.0,0.0,70.57,376.89257617,0.0,292.72,3219.179039811,0.0,0.042352941176470586,0,0,0,1,0,0,0.8009803309782905,0.5986906625177214,0.9590788900341131,-0.28313898122818354,0,0.0,0.0,0.0,0.0
2021-01-15,110,11162.111460889,101.47374055353636,1214.0,426561.0,0.0,3086.0,262173.0,0.0,90.143473704,466.2,0.0,102.31,3110.238706229,0.0,0.043137254901960784,1,0,0,0,0,0,0.8111602420785621,0.5848239578463322,0.9487718864399473,-0.31596187665790293,0,0.0,0.0,0.0,0.0
2021-01-16,93,9146.999478501,98.3548331021613,1981.0,874063.0,0.0,0.0,269483.0,0.0,129.17743739,691.33,0.0,0.0,3343.692733768,0.0,0.04392156862745098,0,1,0,0,0,0,0.8211001178128892,0.5707841943569036,0.9373419384643772,-0.3484108069446808,0,0.0,0.0,0.0,0.0
2021-01-17,120,11501.008518332,95.84173765276667,1509.0,489150.0,0.0,0.0,312207.0,0.0,90.418772841,710.640196754,0.0,0.0,3274.856312621,0.0,0.04470588235294118,0,0,1,0,0,0,0.8307970168121247,0.5565755266413303,0.9248025743285089,-0.38044736628785164,0,0.0,0.0,0.0,0.0
2021-01-18,127,10971.001312156,86.38583710359056,1673.0,960928.0,0.0,0.0,358119.0,0.0,108.878963964,781.179661339,0.0,0.0,3120.141161895,0.0,0.04549019607843137,0,0,0,0,0,0,0.8402480696078469,0.5422021592729844,0.9111686353326631,-0.41203363695942635,0,0.0,0.0,0.0,0.0
2021-01-19,116,10635.997484549,91.68963348749138,1786.0,996335.0,0.0,0.0,371627.0,0.0,150.769663069,1147.244819394,0.0,0.0,3283.60988378,0.0,0.04627450980392157,0,0,0,0,1,0,0.8494504794814806,0.527668345562516,0.8964562582905575,-0.44313223418263453,0,0.0,0.0,0.0,0.0
2021-01-20,112,11423.003689166,101.99110436755358,1669.0,1994927.0,0.0,0.0,380815.0,0.0,103.618497741,1211.08,0.0,0.0,3345.19768548,0.0,0.047058823529411764,0,0,0,0,0,1,0.8584015232918917,0.512978386299228,0.8806828564301475,-0.47370635037968,0,0.0,0.0,0.0,0.0
2021-01-21,131,11916.999658227,90.96946303990076,1575.0,1113715.0,0.0,0.0,371506.0,0.0,106.795907637,1194.9,0.0,0.0,3479.983826897,0.0,0.04784313725490196,0,0,0,1,0,0,0.8670985522812081,0.4981366284784055,0.8638670987837349,-0.503719798736334,0,0.0,0.0,0.0,0.0
2021-01-22,106,11865.999491484,111.94339142909435,1282.0,425494.0,0.0,0.0,356317.0,0.0,67.576992797,591.66,0.0,0.0,3580.977408827,0.0,0.04862745098039216,1,0,0,0,0,0,0.8755389928586302,0.4831474640149687,0.8460288880917339,-0.533137056031809,0,0.0,0.0,0.0,0.0
2021-01-23,120,12678.015997591,105.65013331325832,1537.0,99251.0,0.0,0.0,369903.0,0.0,80.010938828,296.350030364,0.0,0.0,3881.424812014,0.0,0.04941176470588235,0,1,0,0,0,0,0.8837203473619977,0.4680153284438345,0.8271893372462497,-0.5619233046832195,0,0.0,0.0,0.0,0.0
2021-01-24,137,14227.024888395,103.84689699558395,1679.0,162090.0,0.0,0.0,332666.0,0.0,103.504254552,555.11,0.0,0.0,3699.295525415,0.0,0.05019607843137255,0,0,1,0,0,0,0.8916401947968874,0.45274469960737107,0.8073707443023492,-0.5900444739548627,0,0.0,0.0,0.0,0.0
2021-01-25,122,11071.984113477,90.7539681432541,1306.0,222250.0,0.0,0.0,367385.0,0.0,72.901119536,668.41,0.0,0.0,3810.632491027,0.0,0.050980392156862744,0,0,0,0,0,0,0.8992961915530253,0.4373400963303323,0.7865965660866021,-0.6174672802835514,0,0.0,0.0,0.0,0.0
2021-01-26,115,12216.002065607,106.22610491832174,0.0,42549.0,0.0,0.0,337624.0,0.0,0.0,96.116652709,0.0,0.0,3865.480291863,0.0,0.05176470588235294,0,0,0,0,1,0,0.9066860720977985,0.4218060770826634,0.7648913904341226,-0.6441592666722685,0,0.0,0.0,0.0,0.0
2021-01-27,170,15714.003970293,92.43531747231177,0.0,14329.0,0.0,0.0,350136.0,0.0,0.0,53.3,0.0,0.0,3825.642336445,0.0,0.05254901960784314,0,0,0,0,0,1,0.9138076496466615,0.40614723863057883,0.742280907086982,-0.6700888411055113,0,0.0,0.0,0.0,0.0
2021-01-28,133,12883.001318349,96.86467156653383,0.0,23024.0,0.0,0.0,309167.0,0.0,0.0,99.68,0.0,0.0,3846.741139663,0.0,0.05333333333333334,0,0,0,1,0,0,0.9206588168102428,0.3903682146763026,0.7187918772884232,-0.6952253139408722,0,0.0,0.0,0.0,0.0
2021-01-29,110,12842.988898859,116.75444453508182,0.0,35386.0,0.0,0.0,303648.0,0.0,0.0,109.35,0.0,0.0,4010.409928387,0.0,0.05411764705882353,1,0,0,0,0,0,0.9272375462179537,0.374473674486883,0.6944521021088763,-0.719538934232584,0,0.0,0.0,0.0,0.0
2021-01-30,151,15370.004369382,101.78810840650331,0.0,28509.0,0.0,0.0,339049.0,0.0,0.0,103.3,0.0,0.0,4017.480969506,0.0,0.054901960784313725,0,1,0,0,0,0,0.9335418911179212,0.35846832151248087,0.6692903895412567,-0.7430009249440493,0,0.0,0.0,0.0,0.0
2021-01-31,170,16209.011290372,95.34712523748236,0.0,22217.0,0.0,0.0,408630.0,0.0,0.0,89.13,0.0,0.0,4053.995971171,0.0,0.05568627450980392,0,0,1,0,0,0,0.9395699859530622,0.342356891994542,0.6433365204044917,-0.765583517007675,0,0.0,0.0,0.0,0.0
2021-02-01,153,15477.002833749,101.15688126633333,0.0,29204.0,0.0,0.0,438128.0,0.0,0.0,101.04,0.0,0.0,3902.192595858,0.0,0.05647058823529412,0,0,0,0,0,0,0.945320046913132,0.3261441535642696,0.6166212130956382,-0.7872599821916922,0,0.0,0.0,0.0,0.0
2021-02-02,145,13600.991750035,93.79994310368966,0.0,18626.0,0.0,0.0,451841.0,0.0,0.0,92.75,0.0,0.0,4041.970777594,0.0,0.05725490196078432,0,0,0,0,1,0,0.9507903724625832,0.3098349038318025,0.5891760872322963,-0.8080046647350754,0,0.0,0.0,0.0,0.0
2021-02-03,121,12287.019529299,101.54561594461983,0.0,13074.0,0.0,0.0,428146.0,0.0,0.0,76.6,0.0,0.0,4170.265069774,0.0,0.05803921568627451,0,0,0,0,0,1,0.9559793438440766,0.2934339689665273,0.5610336262283677,-0.8277930117131022,0,0.0,0.0,0.0,0.0
2021-02-04,127,12374.031519107,97.43331904808662,0.0,12896.0,0.0,0.0,343959.0,0.0,0.0,72.81,0.0,0.0,4148.007548642,0.0,0.058823529411764705,0,0,0,1,0,0,0.9608854255574977,0.27694620226893646,0.5322271388474397,-0.8466016020976267,0,0.0,0.0,0.0,0.0
2021-02-05,114,11612.005589998,101.85969815787719,0.0,17305.0,0.0,0.0,305975.0,15347.0,0.0,92.12,0.0,0.0,4347.033826868,237.13,0.0596078431372549,1,0,0,0,0,0,0.9655071658143364,0.2603764827344581,0.5027907197793043,-0.8644081744776648,0,0.0,0.0,0.0,0.0
2021-02-06,123,10797.010105511,87.78056996350408,0.0,34302.0,0.0,0.0,253136.0,10061.0,0.0,111.88,0.0,0.0,3601.422488811,184.7,0.0603921568627451,0,1,0,0,0,0,0.969843196967294,0.24372971360968387,0.47275920928627757,-0.881191653407483,0,0.0,0.0,0.0,0.0
2021-02-07,129,12810.989218925,99.30999394515504,0.0,35599.0,0.0,0.0,321499.0,15264.0,0.0,134.11,0.0,0.0,4401.305518618,188.82,0.0611764705882353,0,0,1,0,0,0,0.9738922359149924,0.22701082094141847,0.44216815196707204,-0.8969321743510065,0,0.0,0.0,0.0,0.0
2021-02-08,119,12336.009045986,103.66394156290757,0.0,25288.0,0.0,0.0,454199.0,17413.0,0.0,107.8,0.0,0.0,4843.498628265,199.19,0.06196078431372549,0,0,0,0,0,0,0.9776530844816641,0.2102247521189836,0.4110537546870351,-0.9116111071930239,0,0.0,0.0,0.0,0.0
2021-02-09,118,11058.991181157,93.72026424709323,0.0,22658.0,0.0,0.0,351581.0,27465.0,0.0,98.51,0.0,0.0,4172.278076556,310.01,0.06274509803921569,0,0,0,0,1,0,0.981124629771712,0.19337647441020586,0.37945284372454435,-0.925211078289358,0,0.0,0.0,0.0,0.0
2021-02-10,127,11480.013563177,90.39380758407087,0.0,23962.0,0.0,0.0,277866.0,17210.0,0.0,111.08,0.0,0.0,3494.536762926,213.63,0.06352941176470588,0,0,0,0,0,1,0.984305844499033,0.17647097349152166,0.3474028211842774,-0.9377159910299093,0,0.0,0.0,0.0,0.0
2021-02-11,126,12907.80590979,102.44290404595239,0.0,20457.0,0.0,0.0,309798.0,11464.0,0.0,94.24,0.0,0.0,4232.198666461,141.72,0.06431372549019608,0,0,0,1,0,0,0.9871957872910085,0.15951325197263655,0.31494162072895193,-0.9491110448902284,0,0.0,0.0,0.0,0.0
2021-02-12,126,10064.005349374,79.87305832836508,0.0,20342.0,0.0,0.0,278552.0,7985.0,0.0,105.05,0.0,0.0,3951.461382796,117.75,0.06509803921568627,1,0,0,0,0,0,0.9897936029670716,0.14250832791617088,0.2821076626819194,-0.9593827529490743,0,0.0,0.0,0.0,0.0
2021-02-13,162,12587.003606385,77.69755312583334,0.0,24714.0,0.0,0.0,285300.0,8953.0,0.0,99.91,0.0,0.0,3716.084765431,131.62,0.06588235294117648,0,1,0,0,0,0,0.992098522791769,0.12546123335273648,0.24893980855376657,-0.9685189578512204,0,0.0,0.0,0.0,0.0
