DATE_DAY,ACTUAL_PURCHASES,EXPECTED_PURCHASES,EXPECTED_CI_LOW,EXPECTED_CI_HIGH,IS_HOLDOUT,WITHIN_90_PERCENT_CI
2021-09-22,139.0,111.516975,90.11363,133.78601,False,False
2021-09-23,110.0,158.72792,139.0033,178.36226,False,False
2021-09-24,90.0,131.82007,111.92314,151.36992,False,False
2021-09-25,125.0,178.96072,159.64693,198.78227,False,False
2021-09-26,135.0,150.3403,127.947266,173.0054,False,True
2021-09-27,138.0,131.51811,110.93741,153.21075,False,True
2021-09-28,142.0,189.17316,170.1594,208.5818,False,False
2021-09-29,137.0,136.8628,117.037186,157.35667,False,True
2021-09-30,118.0,91.74624,66.72225,117.8126,True,False
2021-10-01,124.0,197.36514,176.95685,217.4011,False,False
2021-10-02,148.0,133.27675,113.446434,153.8617,False,True
2021-10-03,137.0,160.0487,139.28339,181.27824,False,False
2021-10-04,131.0,163.5891,144.22314,183.41167,False,False
2021-10-05,136.0,126.87348,105.93651,148.02357,False,True
2021-10-06,102.0,83.79648,59.12282,108.35386,False,True
2021-10-07,126.0,174.78331,154.40831,195.09372,False,False
2021-10-08,120.0,145.30902,124.109856,166.12067,True,False
2021-10-09,109.0,131.82787,108.7886,155.78926,True,True
2021-10-10,145.0,259.41483,238.23184,280.48154,False,False
2021-10-11,126.0,161.00131,135.12935,187.90965,True,False
2021-10-12,160.0,213.20346,192.2578,234.49724,False,False
2021-10-13,139.0,144.67993,123.632935,166.35199,True,True
2021-10-14,126.0,133.9119,111.906204,155.40547,False,True
2021-10-15,119.0,125.6678,102.677315,148.00156,False,True
2021-10-16,119.0,90.79458,65.238365,118.94076,False,False
2021-10-17,139.0,121.64767,97.65532,147.89612,True,True
2021-10-18,116.0,128.72066,107.99006,151.64076,False,True
2021-10-19,126.0,141.14772,122.401825,160.30185,False,True
2021-10-20,120.0,168.01794,149.51836,187.22472,False,False
2021-10-21,140.0,108.15838,89.34718,127.28084,False,False
2021-10-22,113.0,106.47726,87.03449,126.167404,False,True
2021-10-23,131.0,96.93797,74.27852,120.78792,True,False
2021-10-24,162.0,217.81071,196.13243,239.20724,False,False
2021-10-25,121.0,129.47073,109.04682,150.70648,False,True
2021-10-26,137.0,123.73512,102.29399,144.15637,False,True
2021-10-27,125.0,86.64061,65.11607,109.35807,False,False
2021-10-28,133.0,113.59734,90.897385,134.92935,False,True
2021-10-29,127.0,129.51663,109.45486,149.59625,False,True
2021-10-30,142.0,62.92955,35.525223,90.20346,False,False
2021-10-31,127.0,125.68374,96.19205,155.0387,True,True
2021-11-01,154.0,132.9186,110.6397,155.60735,False,True
2021-11-02,168.0,76.049324,48.59427,104.054375,True,False
2021-11-03,124.0,115.17697,88.83195,143.10297,False,True
2021-11-04,141.0,62.27123,31.63165,93.88124,False,False
2021-11-05,103.0,76.25753,48.244907,104.55853,False,True
2021-11-06,123.0,161.84988,131.81775,191.20695,False,False
2021-11-07,167.0,188.15434,152.87805,223.60287,True,True
2021-11-08,133.0,158.47322,133.81784,183.52837,False,False
2021-11-09,320.0,208.90811,174.1268,244.21231,False,False
2021-11-10,280.0,174.84575,146.06499,204.93648,True,False
2021-11-11,334.0,213.32419,183.37573,242.90657,False,False
2021-11-12,245.0,200.45781,162.23218,240.91583,False,False
2021-11-13,227.0,267.3837,236.16855,298.66068,False,False
2021-11-14,325.0,254.12105,220.12198,288.59677,False,False
2021-11-15,237.0,234.92484,204.38264,266.69318,False,True
2021-11-16,272.0,256.06952,224.00957,287.86234,False,True
2021-11-17,182.0,201.89287,171.29755,233.10768,False,True
2021-11-18,266.0,169.46413,134.69139,204.9776,True,False
2021-11-19,191.0,193.54256,169.70456,218.49863,False,True
2021-11-20,155.0,164.5925,138.70772,191.72672,False,True
2021-11-21,187.0,249.45131,226.33736,272.75677,True,False
2021-11-22,519.0,321.47986,291.2139,353.48657,False,False
2021-11-23,303.0,261.07007,233.89499,287.93665,False,False
2021-11-24,207.0,200.68901,177.91345,223.50574,False,True
2021-11-25,190.0,582.13403,541.0266,623.4707,False,False
2021-11-26,655.0,713.91595,673.0421,754.03796,False,False
2021-11-27,290.0,721.1859,680.2113,761.99207,False,False
2021-11-28,229.0,713.4599,672.63745,754.36993,False,False
2021-11-29,503.0,696.01385,657.9111,737.0186,False,False
2021-11-30,198.0,196.06136,175.36821,216.10582,False,True
2021-12-01,133.0,160.68817,142.37755,178.98816,False,False
2021-12-02,133.0,214.0583,194.67589,234.45134,False,False
2021-12-03,136.0,181.52068,163.91458,199.568,True,False
2021-12-04,125.0,163.52156,144.6814,182.70776,False,False
2021-12-05,187.0,221.77448,201.9979,241.935,False,False
2021-12-06,167.0,173.68823,155.1568,191.99197,False,True
2021-12-07,151.0,187.87813,170.08086,206.63193,True,False
2021-12-08,138.0,156.5309,138.0666,174.5784,False,False
2021-12-09,182.0,119.74327,99.763306,140.1913,False,False
2021-12-10,167.0,191.46988,173.15796,209.66037,False,False
2021-12-11,148.0,144.14587,124.636795,163.5504,False,True
2021-12-12,232.0,217.81549,198.2427,237.91245,True,True
2021-12-13,163.0,160.59752,141.64761,179.14452,False,True
2021-12-14,156.0,200.3364,180.85852,221.03635,True,False
2021-12-15,142.0,181.39204,162.20355,199.96255,False,False
2021-12-16,135.0,140.2367,122.69326,158.26622,True,True
2021-12-17,106.0,166.83168,149.4869,184.15837,False,False
2021-12-18,121.0,135.45708,116.71507,154.5447,False,True
2021-12-19,110.0,205.63843,186.97025,224.30482,False,False
2021-12-20,88.0,166.65276,147.96815,184.72392,False,False
2021-12-21,98.0,151.50327,133.90053,169.51053,False,False
2021-12-22,83.0,123.64484,104.18077,142.77275,False,False
2021-12-23,94.0,113.43647,94.37864,133.16672,True,False
2021-12-24,105.0,170.791,152.44876,189.05363,False,False
2021-12-25,97.0,146.83517,122.812935,169.63145,False,False
2021-12-26,140.0,143.91238,120.05267,165.95285,False,True
2021-12-27,104.0,147.34435,127.04582,167.0714,False,False
2021-12-28,114.0,116.36844,95.81978,136.89465,False,True
2021-12-29,155.0,196.76068,178.15591,215.47821,True,False
2021-12-30,114.0,134.26752,116.14799,152.1655,False,False
2021-12-31,144.0,223.93665,204.39471,242.44124,False,False
2022-01-01,137.0,194.64845,174.72977,214.91972,False,False
2022-01-02,208.0,316.21228,294.35062,339.08862,False,False
2022-01-03,132.0,238.42314,218.2804,258.81912,False,False
2022-01-04,148.0,264.45972,244.7569,284.96954,False,False
2022-01-05,134.0,193.44838,171.03038,215.26572,False,False
2022-01-06,194.0,246.3737,226.93077,266.13226,False,False
2022-01-07,134.0,213.14862,192.36366,233.18849,False,False
2022-01-08,139.0,191.89546,168.5852,215.02669,True,False
2022-01-09,173.0,282.65375,261.83514,303.68326,False,False
2022-01-10,131.0,223.3947,202.44377,244.24844,False,False
2022-01-11,138.0,218.25764,199.0098,238.05284,False,False
2022-01-12,133.0,153.48486,129.7466,176.43332,True,True
2022-01-13,178.0,219.11382,199.48926,240.18262,False,False
2022-01-14,127.0,166.78139,148.21829,186.30168,False,False
2022-01-15,106.0,149.11456,127.29719,170.47253,True,False
2022-01-16,132.0,179.6135,157.89175,200.3509,True,False
2022-01-17,121.0,123.891815,96.98157,150.64381,False,True
2022-01-18,451.0,249.47127,219.3417,279.0708,False,False
2022-01-19,276.0,171.18898,146.87892,197.91293,False,False
2022-01-20,194.0,123.984886,103.80763,146.02794,False,False
2022-01-21,141.0,162.97,142.32703,183.48969,False,False
2022-01-22,167.0,121.01864,98.95201,143.17952,False,False
2022-01-23,174.0,122.30438,100.142136,144.17621,False,False
2022-01-24,187.0,86.160034,64.748024,106.95413,False,False
2022-01-25,184.0,156.91542,135.70935,178.08788,False,False
2022-01-26,155.0,111.078926,91.3818,131.2391,False,False
2022-01-27,150.0,102.141075,82.27804,121.66811,True,False
2022-01-28,151.0,109.30848,90.31937,128.62811,False,False
2022-01-29,147.0,93.58482,73.4723,114.52996,False,False
2022-01-30,314.0,268.78607,241.63667,294.48654,False,False
2022-01-31,175.0,193.08646,173.22595,212.89081,False,True
2022-02-01,265.0,218.01299,195.87125,239.7668,False,False
2022-02-02,175.0,144.88022,127.078995,163.30952,False,False
2022-02-03,1082.0,197.11336,175.19043,219.20857,True,False
2022-02-04,1078.0,182.55254,162.39998,204.03357,False,False
2022-02-05,187.0,189.82603,171.72478,208.57431,False,True
2022-02-06,215.0,194.95233,176.3842,213.99089,False,False
2022-02-07,159.0,174.04759,154.55785,194.0346,False,True
2022-02-08,190.0,201.48267,181.18025,221.98758,True,True
2022-02-09,120.0,167.63766,148.92064,186.84027,False,False
2022-02-10,155.0,150.22855,130.85623,169.1757,True,True
2022-02-11,193.0,200.28886,179.02185,221.95052,True,True
2022-02-12,145.0,165.14041,146.38881,184.04483,False,False
2022-02-13,216.0,200.06401,179.66905,219.83627,True,True
2022-02-14,174.0,173.23471,154.75824,191.85684,False,True
2022-02-15,156.0,142.98462,125.19833,160.85866,False,True
2022-02-16,178.0,116.281456,97.49365,135.39711,False,False
2022-02-17,135.0,113.40491,92.863495,134.14778,False,False
2022-02-18,196.0,139.66245,120.5574,158.62631,False,False
2022-02-19,190.0,185.38127,166.5026,204.10011,False,True
2022-02-20,177.0,192.79582,173.9544,211.83086,False,True
2022-02-21,237.0,258.593,232.50127,284.39374,False,True
2022-02-22,199.0,206.03119,186.02339,225.45697,False,True
2022-02-23,142.0,161.60239,141.60703,181.46529,False,True
